Sr no,married,race,loan_decision,occupancy,loan_amount,applicant_income,num_units,num_dependants,self_employed,monthly_income,purchase_price,liquid_assets,mortage_payment_history,consumer_credit_history,filed_bankruptcy,property_type,gender
291,TRUE,white,approve,1,80,48,1,0,TRUE,2200,100,127,1,5,FALSE,2,male
292,TRUE,white,approve,1,130,51,1,6,FALSE,3667,144,10.1,2,2,FALSE,2,male
293,TRUE,white,approve,1,125,60,1,3,FALSE,3565,84,1000000,2,1,FALSE,2,male
294,TRUE,hispan,approve,1,96,54,1,2,FALSE,1894,104,11,2,1,FALSE,2,male
295,TRUE,black,approve,1,146,66,1,3,FALSE,3333,195,258,1,2,FALSE,2,male
296,TRUE,white,approve,1,30,61,1,2,FALSE,4116,342,157.2,1,1,FALSE,2,male
297,TRUE,white,approve,1,140,113,1,2,FALSE,7262,287.5,52.23,1,1,FALSE,2,male
298,TRUE,white,approve,1,115,51,1,4,FALSE,4230,200,2,4,6,TRUE,2,male
299,TRUE,white,approve,1,25,48,1,0,FALSE,4030,25,6.5,1,1,FALSE,2,male
300,TRUE,white,approve,1,125,88,1,0,TRUE,5885,300,100,1,1,FALSE,1,male
301,FALSE,white,approve,1,145,85,1,0,FALSE,7093,182,50,1,1,FALSE,1,male
302,FALSE,white,approve,1,176,71,1,0,FALSE,5941,235,92,2,1,FALSE,1,male
303,TRUE,white,approve,1,89,55,1,2,FALSE,4582,99,7,2,1,FALSE,2,male
304,TRUE,white,approve,1,125,55,1,1,FALSE,4552,145,36,2,1,FALSE,2,male
305,TRUE,white,approve,1,141,69,1,0,FALSE,2625,177,40,2,6,FALSE,2,male
306,FALSE,white,approve,1,80,47,1,0,FALSE,3900,102,63,4,1,FALSE,1,male
307,TRUE,white,approve,1,90,40,1,1,FALSE,3333,178,8,1,1,FALSE,2,male
308,TRUE,white,approve,1,175,118,1,0,FALSE,5695,250,95,1,1,FALSE,2,male
309,FALSE,white,approve,1,132,71,1,0,FALSE,4503,165,31,2,1,FALSE,2,male
310,TRUE,white,approve,1,92,64,1,0,TRUE,5293,115,430,2,1,FALSE,1,male
311,FALSE,white,approve,1,130,33,1,0,FALSE,2750,184,22,2,4,FALSE,1,male
312,FALSE,white,approve,1,94,53,1,0,FALSE,4400,102,21,2,4,FALSE,1,male
313,TRUE,white,approve,1,155,82,1,1,FALSE,4845,254,138,1,2,FALSE,2,male
314,TRUE,black,approve,1,131,64,1,0,FALSE,2958,139,4,2,2,FALSE,1,male
315,FALSE,hispan,reject,1,130,53,1,0,FALSE,4402,137,12.5,1,3,FALSE,2,female
316,TRUE,white,approve,1,188,143,1,2,FALSE,6250,528,766,1,1,FALSE,2,male
317,TRUE,white,approve,1,81,61,1,2,FALSE,3273,90,15,2,1,FALSE,2,male
318,TRUE,white,approve,1,200,159,1,0,FALSE,25750,367,612,1,1,FALSE,2,female
319,TRUE,white,approve,1,134,85,1,2,FALSE,3613,149,35,2,1,FALSE,2,male
320,FALSE,white,approve,1,122,50,1,0,FALSE,4133,162,53,2,1,FALSE,2,male
321,TRUE,hispan,approve,1,176,85,1,2,FALSE,2779,191,26,2,6,FALSE,2,female
322,TRUE,white,approve,1,90,51,1,3,FALSE,4720,174,13,2,1,FALSE,2,male
323,FALSE,white,approve,1,25,45,2,0,FALSE,3620,25,1.2,1,1,FALSE,3,male
324,FALSE,white,reject,1,203,81,3,0,TRUE,6782,225,31.5,2,1,FALSE,3,male
325,TRUE,white,approve,1,137,43,1,0,FALSE,2484,152,29,2,1,FALSE,2,female
326,TRUE,black,approve,1,120,60,1,1,TRUE,3006,150,17,2,3,FALSE,2,male
327,TRUE,hispan,approve,1,124,48,1,2,TRUE,1573,162,42,2,1,FALSE,2,male
328,TRUE,white,approve,1,144,141,1,0,FALSE,2773,160,33,2,6,FALSE,2,male
329,TRUE,white,approve,1,135,110,1,0,FALSE,4642,240,77,1,1,FALSE,2,male
330,TRUE,white,approve,1,110,26,1,0,FALSE,2415,122,25,2,1,FALSE,1,male
331,TRUE,white,approve,1,50,36,1,0,FALSE,1977,230,31,1,1,FALSE,2,male
332,TRUE,white,approve,2,115,50,2,0,FALSE,4188,215,140,2,1,FALSE,3,male
333,TRUE,white,approve,1,125,88,1,0,TRUE,7016,165,200,1,1,FALSE,2,male
334,FALSE,white,approve,2,240,72,1,0,FALSE,8567,300,188,1,1,FALSE,1,male
335,TRUE,black,approve,1,210,36,3,3,FALSE,1706,235,23,2,5,FALSE,3,male
336,FALSE,black,approve,1,189,60,2,2,FALSE,4968,289,109,2,1,FALSE,3,female
337,FALSE,hispan,approve,1,176,180,1,0,TRUE,14986,196,4.5,2,2,TRUE,2,female
338,FALSE,white,approve,1,200,54,2,0,FALSE,2065,250,45,2,1,FALSE,3,female
339,TRUE,black,approve,1,172,81,1,0,FALSE,4153,192,12,2,2,FALSE,2,male
340,TRUE,white,approve,1,125,45,1,0,FALSE,2940,125,11.4,1,1,FALSE,2,male
341,TRUE,white,approve,1,131,64,1,0,FALSE,1759,164,38,2,1,FALSE,1,male
342,FALSE,black,approve,1,102,36,1,2,FALSE,3400,115,14,2,5,FALSE,1,female
343,TRUE,white,approve,1,133,89,1,2,FALSE,4288,148,25,2,1,FALSE,2,male
344,TRUE,white,approve,1,188,108,1,0,FALSE,4666,251,97,2,2,FALSE,2,male
345,FALSE,black,reject,1,108,43,1,0,FALSE,2101,171,38,2,6,FALSE,2,female
346,TRUE,white,approve,1,125,54,1,3,FALSE,4490,215,10,1,1,FALSE,2,male
347,FALSE,white,approve,1,151,107,1,0,FALSE,4843,188.6,18.4,2,6,FALSE,2,male
348,TRUE,white,approve,1,297,135,1,0,FALSE,13650,410,121,2,1,FALSE,1,male
349,TRUE,white,approve,1,138,78,1,0,FALSE,2917,173,63,1,3,FALSE,2,male
350,TRUE,black,reject,1,135,56,1,0,FALSE,4700,150,8,2,4,FALSE,2,male
351,TRUE,white,approve,1,144,80,2,0,FALSE,4225,189,57,2,1,FALSE,3,male
352,TRUE,white,approve,1,281,94,1,3,FALSE,7976,350,81,2,1,FALSE,2,male
353,FALSE,white,approve,1,115,69,1,0,FALSE,3808,145,70,2,1,FALSE,2,male
354,TRUE,white,approve,1,152,99,1,0,FALSE,4652,171,28,2,1,FALSE,2,male
355,,hispan,approve,1,160,60,2,,FALSE,3816,184,39,2,6,TRUE,3,male
356,TRUE,white,approve,1,130,65,1,0,FALSE,3445,192,18,1,2,FALSE,2,male
357,TRUE,white,approve,1,187,92,1,0,FALSE,7666,392,256.7,2,1,FALSE,2,male
358,TRUE,hispan,approve,1,109,91,1,0,FALSE,2340,136,67,2,1,FALSE,2,male
359,TRUE,white,reject,1,188,91,1,0,FALSE,2458,210,9,1,6,TRUE,2,male
360,FALSE,white,approve,1,107,48,1,0,FALSE,3975,119,15,2,2,TRUE,2,male
361,TRUE,white,approve,1,148,74,1,2,FALSE,6125,185,52,1,1,FALSE,2,male
362,FALSE,white,approve,1,126,44,1,0,FALSE,3695,139,35,2,2,FALSE,2,male
363,TRUE,white,approve,1,278,115,1,3,FALSE,9583,370,141,1,1,FALSE,2,male
364,FALSE,white,approve,1,95,43,1,0,FALSE,3250,125,1.5,1,2,FALSE,1,female
365,TRUE,white,approve,1,100,51,1,1,FALSE,3052,243,40,1,1,FALSE,2,male
366,FALSE,white,approve,1,65,54,1,0,FALSE,4463,160,133,2,1,FALSE,2,male
367,TRUE,white,approve,1,225,151,1,2,FALSE,11417,255,36,2,1,FALSE,2,male
368,FALSE,white,reject,1,120,88,1,0,TRUE,7333,149,37,2,2,FALSE,1,male
369,TRUE,white,approve,1,123,60,1,0,FALSE,3077,140,33,2,5,FALSE,2,male
370,TRUE,white,approve,1,170,82,1,1,FALSE,5865,455,180,1,2,FALSE,2,male
371,TRUE,hispan,approve,1,135,31,2,0,FALSE,831,150,30,2,1,FALSE,3,male
372,TRUE,white,approve,1,400,342,1,2,FALSE,28541,549,221,1,1,FALSE,2,male
373,TRUE,white,approve,1,139,70,1,1,FALSE,4083,148,17,1,3,FALSE,1,male
374,FALSE,white,approve,1,87,54,1,0,FALSE,3249,123,204,2,1,FALSE,1,female
375,TRUE,white,approve,1,210,54,1,0,FALSE,7190,262,54,2,1,FALSE,2,male
376,FALSE,white,approve,1,113,65,1,0,FALSE,2416,125,25.6,2,5,FALSE,2,male
377,TRUE,white,reject,1,216,89,1,2,FALSE,3800,300,3,4,3,FALSE,2,male
378,TRUE,white,reject,1,232,72,1,0,TRUE,3900,282.5,68.6,2,2,FALSE,2,male
379,TRUE,white,approve,1,60,32,1,0,FALSE,2688,216,373,2,1,FALSE,1,female
380,TRUE,white,approve,1,130,63,1,0,FALSE,3773,200,72,2,1,FALSE,2,male
381,TRUE,white,approve,1,230,99,1,2,FALSE,8209,337.5,17.14,2,1,FALSE,2,male
382,TRUE,white,approve,1,94,34,1,4,FALSE,2071,117,21,1,1,TRUE,2,male
383,FALSE,white,approve,1,136,64,1,0,FALSE,5316,170,46,2,1,FALSE,2,male
384,TRUE,white,approve,1,144,100,1,0,FALSE,4750,160,29,2,2,FALSE,2,male
385,TRUE,white,approve,1,139,63,1,0,FALSE,2929,146,27,1,1,FALSE,2,female
386,TRUE,white,approve,1,118,58,1,1,FALSE,4873,132,12,2,1,FALSE,2,male
387,TRUE,white,approve,1,127,47,1,1,FALSE,2059,141,23,2,1,FALSE,2,male
388,TRUE,white,approve,1,70,44,1,2,FALSE,1733,88,8,1,1,FALSE,2,male
389,TRUE,black,reject,1,152,92,1,0,FALSE,3572,190,62,2,2,FALSE,2,male
390,FALSE,white,approve,1,170,89,1,1,TRUE,7451,280,204.2,1,1,TRUE,2,female
391,TRUE,white,approve,1,79,55,1,0,FALSE,4107,147,48,1,1,FALSE,2,male
392,FALSE,white,approve,1,131,144,1,0,FALSE,12000,164,81.5,2,2,FALSE,1,male
393,FALSE,white,approve,1,150,31,3,0,FALSE,2814,187,19,1,1,FALSE,3,male
394,TRUE,white,approve,1,100,46,1,2,FALSE,3825,202,32,2,1,FALSE,2,male
395,TRUE,black,approve,1,111,49,1,2,FALSE,1708,120,30,2,5,FALSE,2,male
396,FALSE,black,approve,1,118,60,1,0,FALSE,5050,131,4,2,3,FALSE,1,male
397,TRUE,white,approve,1,490,223,1,0,FALSE,17368,613,134,1,1,FALSE,2,male
398,FALSE,white,approve,1,155,84,1,0,FALSE,3583,199,56.4,2,1,FALSE,2,male
399,TRUE,white,approve,1,185,275,1,1,FALSE,14583,460,365,1,1,FALSE,2,male
400,TRUE,white,approve,1,176,74,3,2,FALSE,3415,195.9,23.5,2,5,FALSE,3,male
401,TRUE,white,approve,1,82,27,2,1,TRUE,2458,102,41,1,1,FALSE,3,male
402,TRUE,white,approve,1,154,65,1,0,FALSE,3167,162,20,2,2,FALSE,2,female
403,TRUE,white,approve,1,85,43,1,1,FALSE,2214,110,34,2,1,FALSE,2,male
404,TRUE,white,approve,1,140,83,1,0,FALSE,4562,284,91,2,1,FALSE,2,male
405,TRUE,white,approve,1,186,67,1,0,FALSE,3189,207,32,2,1,FALSE,2,male
406,TRUE,white,approve,1,106,84,1,0,FALSE,7083,132,51,1,5,FALSE,2,male
407,TRUE,white,approve,1,166,112,1,0,TRUE,9304,207,47,1,1,FALSE,1,male
408,FALSE,white,approve,1,95,30,2,0,FALSE,2532,105,13,2,2,FALSE,3,male
409,TRUE,white,approve,1,100,47,1,0,TRUE,3907,187,303,1,5,FALSE,1,male
410,TRUE,white,approve,1,131,64,1,0,FALSE,3754,138,19,2,1,FALSE,2,male
411,FALSE,white,reject,2,50,43,1,0,TRUE,6356,75,40,2,4,FALSE,2,male
412,TRUE,white,approve,1,135,84,1,2,FALSE,4641,276,83.1,1,1,FALSE,2,male
413,TRUE,black,approve,1,224,90,1,1,FALSE,3413,255,25,1,1,FALSE,2,male
414,TRUE,white,approve,1,82,70,1,0,FALSE,3708,91,217,2,1,FALSE,1,male
415,TRUE,white,approve,1,159,82,1,1,TRUE,3102,199,65,2,1,FALSE,2,male
416,TRUE,white,approve,1,102,666,1,0,FALSE,1542,128,43,1,1,TRUE,2,female
417,TRUE,white,approve,1,185,85,1,0,FALSE,7950,205,36.6,2,1,FALSE,2,female
418,TRUE,hispan,reject,1,163,58,1,3,FALSE,3829,290,23.9,4,6,FALSE,1,male
419,TRUE,white,approve,1,175,94,1,0,FALSE,5568,235,69,1,2,FALSE,2,male
420,FALSE,white,approve,1,259,125,1,0,FALSE,10408,288,26,1,1,FALSE,2,female
421,TRUE,white,approve,2,150,110,2,2,TRUE,4767,210,119,2,2,FALSE,3,male
422,TRUE,white,approve,1,100,54,2,2,FALSE,3411,190,85,1,1,FALSE,3,male
423,TRUE,white,approve,1,152,71,1,0,FALSE,5952,190,48.6,2,1,FALSE,2,female
424,TRUE,white,approve,1,180,100,1,2,FALSE,5667,273,251,1,1,FALSE,2,male
425,TRUE,white,approve,1,90,113,1,2,TRUE,9537,100,71,1,2,FALSE,1,male
426,TRUE,black,approve,1,360,870,1,3,FALSE,72529,450,43,4,6,FALSE,2,male
427,TRUE,white,approve,1,185,80,1,1,FALSE,6700,350,523.7,1,2,FALSE,2,male
428,FALSE,white,approve,1,44,50,1,0,FALSE,4166,74,72.3,2,2,FALSE,1,female
429,FALSE,black,approve,1,137,122,1,0,FALSE,2137,153,53,2,6,FALSE,1,female
430,TRUE,white,approve,1,81,35,1,2,FALSE,2957,101,29,2,1,FALSE,2,male
431,FALSE,white,approve,1,104,52,1,0,FALSE,4225,131,35,2,1,FALSE,1,male
432,FALSE,white,approve,1,60,29,1,0,FALSE,2417,215,162,2,1,FALSE,1,female
433,TRUE,white,approve,1,146,200,1,2,TRUE,16666,182,57,1,2,FALSE,2,male
434,TRUE,white,approve,1,216,48,1,2,TRUE,10550,277,59,1,1,FALSE,2,male
435,FALSE,hispan,approve,1,153,160,1,0,TRUE,13333,312,572,2,1,FALSE,2,male
436,TRUE,white,approve,1,322,122,1,0,TRUE,7375,435,168.9,1,5,FALSE,2,male
437,TRUE,white,approve,1,194,86,2,0,FALSE,4300,215,49,2,1,FALSE,3,male
438,TRUE,white,approve,1,207,93,1,1,FALSE,6250,230,22,2,1,FALSE,2,male
439,TRUE,white,approve,1,188,91,1,0,FALSE,7583,253,340,2,5,FALSE,1,male
440,FALSE,white,approve,1,176,77,2,0,FALSE,3208,185,14,2,2,FALSE,3,male
441,FALSE,white,approve,1,93,44,1,0,FALSE,3692,125,58,1,1,FALSE,1,female
442,TRUE,hispan,approve,1,145,75,1,2,FALSE,3665,161,14,2,2,FALSE,2,male
443,TRUE,white,approve,1,149,50,1,2,FALSE,4136,165,34,2,4,TRUE,2,male
444,TRUE,white,reject,1,257,101,1,0,FALSE,8449,368,210,2,1,FALSE,2,male
445,FALSE,white,approve,1,105,35,1,0,FALSE,2659,110,18.19,2,2,FALSE,2,male
446,TRUE,white,approve,1,370,280,1,3,FALSE,23803,510,263,2,1,FALSE,2,male
447,FALSE,white,approve,1,130,66,1,0,FALSE,3865,130,42,2,1,FALSE,2,male
448,TRUE,white,reject,1,131,53,1,0,FALSE,4456,146,31,2,1,TRUE,2,male
449,TRUE,white,reject,2,160,172,1,1,TRUE,10513,193,527,1,1,TRUE,2,male
450,TRUE,white,approve,2,102,152,1,2,FALSE,4635,312,258,1,1,FALSE,2,male
451,TRUE,black,approve,1,96,48,1,0,FALSE,4500,128,53.1,2,3,FALSE,1,
452,TRUE,white,approve,1,65,255,1,0,FALSE,750,81,441,1,3,FALSE,1,female
453,TRUE,white,approve,1,135,55,1,0,FALSE,3571,152,35,1,1,FALSE,2,male
454,FALSE,white,approve,1,106,41,1,0,FALSE,3400,133,67,2,2,FALSE,2,female
455,TRUE,white,approve,1,125,56,1,4,FALSE,4599,128,82.78,1,1,FALSE,2,male
456,TRUE,white,approve,1,180,108,1,0,FALSE,4983,435,80,1,2,FALSE,2,male
457,FALSE,white,approve,1,70,44,1,0,FALSE,3650,78,20,2,1,FALSE,1,female
458,TRUE,white,approve,1,265,135,1,3,FALSE,6250,470,156,1,1,FALSE,2,male
459,FALSE,white,approve,1,136,64,1,0,FALSE,5316,170,46,2,1,FALSE,2,male
460,FALSE,white,approve,1,150,62,1,0,FALSE,5200,301,32,2,4,FALSE,1,female
461,FALSE,white,approve,1,107,44,1,0,FALSE,2333,113,11,2,1,FALSE,2,male
462,FALSE,white,approve,1,56,37,1,0,TRUE,3106,70,53,1,1,FALSE,1,male
463,TRUE,white,approve,1,182,102,1,0,FALSE,6080,365,162.8,2,1,FALSE,2,male
464,FALSE,white,reject,1,95,37,1,0,FALSE,3066,100,33,2,2,FALSE,2,male
465,TRUE,black,approve,1,104,40,1,2,FALSE,2062,116,29,2,1,FALSE,2,male
466,FALSE,white,approve,1,83,43,1,0,FALSE,3571,83,7,1,1,FALSE,1,male
467,FALSE,white,approve,1,650,242,1,0,TRUE,20166,1050,429,2,1,FALSE,1,male
468,TRUE,black,approve,1,135,51,1,5,FALSE,3153,150,15,2,6,FALSE,2,male
469,FALSE,white,approve,1,77,63,1,2,FALSE,3235,105,28,2,1,FALSE,2,male
470,FALSE,white,approve,1,200,60,3,0,FALSE,5058,350,186,1,1,FALSE,3,female
471,FALSE,white,approve,1,74,48,1,0,FALSE,2014,74,26,1,4,FALSE,1,male
472,FALSE,white,approve,1,252,120,1,0,FALSE,10000,315,87,2,3,FALSE,2,male
473,TRUE,white,approve,1,130,66,1,0,TRUE,3188,320,210,2,1,FALSE,2,male
474,TRUE,white,approve,1,170,90,1,3,FALSE,7500,255,65,1,3,TRUE,2,male
475,FALSE,white,approve,1,104,49,1,0,FALSE,1958,130,38,2,1,FALSE,2,female
476,FALSE,white,approve,1,70,33,1,0,FALSE,2718,87,31,2,1,FALSE,1,male
477,TRUE,white,approve,1,119,51,1,0,FALSE,2623,159,49,2,2,FALSE,2,male
478,TRUE,white,approve,1,225,75,1,2,FALSE,6291,260,35,1,2,FALSE,2,male
479,TRUE,white,approve,1,101,666,1,0,FALSE,6250,112,12,2,1,FALSE,1,male
480,TRUE,white,approve,1,25,41,1,0,TRUE,3459,25,47.52,1,1,FALSE,2,male
481,TRUE,white,approve,1,390,162,1,3,FALSE,13518,488,138.8,1,5,FALSE,2,male
482,TRUE,black,approve,1,168,94,1,0,FALSE,2756,210,103,2,5,FALSE,2,male
483,TRUE,white,approve,1,87,39,1,3,FALSE,3466,109,27,2,2,FALSE,2,male
484,TRUE,white,approve,1,185,85,1,1,FALSE,4364,240,57.2,2,5,FALSE,2,male
485,FALSE,hispan,approve,1,102,64,1,0,FALSE,4895,127,27.5,2,4,FALSE,2,male
486,TRUE,white,approve,1,290,120,1,3,FALSE,4000,399.5,256.4,1,1,TRUE,2,male
487,TRUE,black,reject,1,84,55,1,0,FALSE,4583,105,32,2,1,FALSE,1,female
488,TRUE,white,approve,1,100,77,1,2,FALSE,4766,150,21,1,2,FALSE,2,male
489,TRUE,black,approve,1,88,82,1,2,TRUE,3316,73,16,1,1,FALSE,2,male
490,FALSE,white,approve,1,242,192,1,0,FALSE,14999,307,96,1,3,TRUE,2,male
491,TRUE,hispan,reject,1,129,68,1,2,FALSE,4200,136,25.34,2,2,FALSE,2,male
492,FALSE,black,approve,1,108,46,1,0,FALSE,2275,135,39,2,2,FALSE,2,female
493,TRUE,white,approve,1,500,641,1,1,TRUE,46667,825,1687,1,1,FALSE,2,male
494,TRUE,white,approve,1,123,83,1,1,FALSE,4609,154,48,2,6,FALSE,2,male
495,TRUE,white,reject,1,185,86,1,2,FALSE,5042,365,23,1,3,FALSE,2,male
496,FALSE,white,approve,1,168,65,1,0,FALSE,5417,210,61,2,1,FALSE,2,male
497,TRUE,white,approve,1,110,67,1,5,FALSE,6260,195,69,1,1,FALSE,2,female
498,TRUE,white,approve,1,256,90,1,1,FALSE,3333,320,93,1,3,FALSE,2,male
499,TRUE,white,approve,1,140,135,1,0,FALSE,3500,310,122,2,1,FALSE,2,male
500,TRUE,white,approve,1,120,48,1,0,FALSE,2037,130,33,2,1,FALSE,2,male
501,TRUE,white,approve,1,250,103,1,2,FALSE,8562,330,52.7,1,1,FALSE,2,male
502,FALSE,white,approve,1,175,83,1,0,TRUE,6950,350,842,2,1,FALSE,2,male
503,TRUE,white,approve,1,150,63,1,2,FALSE,4247,228,77,1,1,FALSE,2,male
504,TRUE,white,approve,1,100,58,1,0,FALSE,2500,125,30.7,2,2,FALSE,2,female
505,TRUE,white,approve,1,122,57,1,0,FALSE,2698,152,52.02,2,2,FALSE,2,male
506,TRUE,white,approve,1,187,141,1,2,FALSE,11757,360,322.7,1,6,FALSE,2,male
507,FALSE,hispan,approve,1,126,62,1,0,FALSE,3250,140,50.1,1,1,FALSE,2,male
508,TRUE,hispan,approve,1,122,37,1,2,FALSE,1841,135,21,2,1,TRUE,2,male
509,FALSE,white,approve,1,215,107,1,0,TRUE,8881,282,147,1,1,FALSE,2,male
510,TRUE,white,approve,1,170,84,1,0,FALSE,2667,289,60,2,1,FALSE,2,male
511,TRUE,white,approve,1,168,70,1,1,FALSE,1560,210,96,2,1,FALSE,2,male
512,TRUE,black,approve,1,100,28,1,0,FALSE,2330,120,80,1,1,FALSE,2,female
513,FALSE,white,approve,1,62,56,1,0,FALSE,4685,111,500,2,1,FALSE,2,male
514,TRUE,white,approve,1,70,69,1,2,FALSE,14866,427,186,2,5,FALSE,2,female
515,TRUE,white,approve,1,61,144,1,3,FALSE,9719,76,240,1,1,FALSE,1,male
516,TRUE,white,approve,1,30,36,1,1,FALSE,1538,30,4,2,1,FALSE,2,male
517,FALSE,white,approve,1,225,140,1,0,FALSE,10000,325,398,1,1,FALSE,1,female
518,TRUE,white,approve,1,125,68,1,0,FALSE,4860,225,63,2,4,FALSE,2,male
519,TRUE,white,approve,1,128,59,1,0,FALSE,2722,142,21.3,2,2,FALSE,2,male
520,TRUE,white,approve,1,112,48,1,0,FALSE,2814,125,17,2,5,FALSE,2,male
521,TRUE,white,approve,1,150,107,1,0,FALSE,3708,234,59,2,1,FALSE,2,male
522,TRUE,white,approve,1,121,44,1,0,FALSE,1898,140,36,2,1,FALSE,2,male
523,TRUE,white,approve,1,214,86,1,2,FALSE,5831,285,33,1,1,FALSE,2,male
524,TRUE,white,approve,2,186,264,1,1,TRUE,19420,275,534,2,1,FALSE,1,male
525,TRUE,white,approve,1,188,83,1,3,FALSE,6835,275,99,1,1,FALSE,2,male
526,FALSE,hispan,reject,1,118,75,1,0,FALSE,6277,124,17,2,2,TRUE,2,male
527,TRUE,white,approve,1,152,76,1,0,TRUE,2577,190,203,1,1,FALSE,2,male
528,FALSE,white,approve,1,50,34,1,0,FALSE,2387,75,49,2,1,FALSE,2,male
529,FALSE,white,approve,1,244,110,1,0,FALSE,9166,305,39.7,1,2,FALSE,2,male
530,TRUE,hispan,reject,1,113,56,1,2,FALSE,2281,119,7,1,1,FALSE,2,male
531,FALSE,white,approve,1,153,72,1,0,TRUE,6044,170,10,2,2,FALSE,2,female
532,FALSE,white,approve,1,131,53,1,0,FALSE,4452,145,50.93,1,1,FALSE,1,male
533,FALSE,white,approve,1,50,39,1,0,FALSE,3254,63,14,1,3,FALSE,2,male
534,TRUE,white,approve,1,600,400,1,6,FALSE,39999,1175,519,4,3,FALSE,2,male
535,TRUE,white,approve,1,68,34,1,0,FALSE,2795,86,41,2,1,FALSE,2,female
536,TRUE,white,approve,1,113,54,2,0,FALSE,1561,125,36.2,2,5,FALSE,3,female
537,TRUE,white,approve,1,143,66,1,1,FALSE,1777,159,20,2,3,FALSE,2,male
538,TRUE,white,approve,1,480,127,1,2,FALSE,10566,600,665,1,2,FALSE,2,male
539,TRUE,white,approve,1,160,72,1,1,FALSE,6000,178,26,1,2,FALSE,2,male
540,TRUE,black,reject,1,65,27,1,0,FALSE,2262,72,9,2,4,TRUE,1,female
541,TRUE,white,approve,1,187,114,1,1,FALSE,9538,245,129,1,1,FALSE,2,male
542,FALSE,white,approve,1,74,51,2,0,FALSE,4229,78,121,2,1,FALSE,3,male
543,TRUE,white,approve,2,200,95,2,0,FALSE,2917,170,53,1,3,TRUE,2,male
544,FALSE,white,approve,1,120,61,1,0,FALSE,2980,150,36,2,2,FALSE,1,male
545,TRUE,white,approve,1,116,47,1,1,FALSE,3901,145,29,1,1,FALSE,2,male
546,TRUE,white,approve,1,50,42,1,2,FALSE,2687,168,65,1,2,FALSE,2,male
547,TRUE,white,approve,1,120,63,1,2,FALSE,2470,160,9,3,5,FALSE,2,male
548,FALSE,white,approve,1,56,30,1,0,FALSE,2483,70,16,2,1,FALSE,1,male
549,TRUE,white,approve,1,176,74,1,2,FALSE,7708,186.2,35,1,2,FALSE,2,male
550,TRUE,white,approve,1,255,120,1,0,FALSE,4583,283,64,2,1,FALSE,1,male
551,TRUE,white,approve,1,106,49,1,2,FALSE,3817,111.5,15.6,2,5,FALSE,2,male
552,FALSE,white,approve,1,75,56,1,0,FALSE,2697,135,154,2,1,FALSE,2,male
553,TRUE,white,approve,1,70,61,1,2,FALSE,5026,137,105,2,1,FALSE,1,male
554,FALSE,white,approve,1,138,35,2,0,FALSE,3921,149.6,44.35,1,2,FALSE,3,female
555,FALSE,white,approve,1,103,39,1,0,FALSE,3332,115,27,2,2,FALSE,2,female
556,FALSE,hispan,reject,1,107,70,1,0,FALSE,2243,113,4,2,3,FALSE,2,male
557,FALSE,white,approve,1,128,60,1,1,TRUE,6000,160,144,2,1,FALSE,2,male
558,TRUE,white,approve,1,98,46,1,0,FALSE,1863,122,34,2,1,FALSE,2,male
559,TRUE,hispan,reject,1,200,43,1,0,FALSE,3417,145,44,2,1,FALSE,2,female
560,TRUE,white,reject,1,275,96,1,0,FALSE,7933,371,91,1,1,FALSE,2,male
561,FALSE,white,reject,1,119,40,1,0,FALSE,1596,125,12,2,1,FALSE,2,male
562,TRUE,white,approve,1,128,99,1,1,TRUE,6994,376,308,2,1,FALSE,2,male
563,TRUE,white,reject,1,121,52,1,1,FALSE,3089,127,12,2,2,FALSE,2,male
564,FALSE,white,approve,1,400,34,1,0,TRUE,2762,300,14.28,1,1,FALSE,2,male
565,TRUE,white,approve,1,120,54,1,8,FALSE,4513,240,30,1,1,FALSE,2,male
566,TRUE,white,approve,1,140,54,1,0,FALSE,4500,140,35.8,2,1,FALSE,1,male
567,FALSE,white,approve,1,352,122,1,0,TRUE,10141,440,89,1,1,FALSE,2,female
568,TRUE,white,approve,1,158,67,2,2,FALSE,4167,175,10.3,2,1,FALSE,1,male
569,FALSE,white,approve,1,170,69,1,1,FALSE,5458,239,102,1,1,FALSE,2,male
570,TRUE,white,approve,2,75,113,1,0,FALSE,9323,140,154.1,1,2,FALSE,2,male
571,TRUE,white,approve,1,165,70,1,0,FALSE,4523,245,180,1,2,FALSE,2,male
572,TRUE,white,approve,1,182,82,1,0,FALSE,3707,227,18.3,1,1,FALSE,2,male
573,TRUE,white,approve,1,100,72,2,2,TRUE,5000,125,224,2,1,FALSE,3,male
574,TRUE,white,approve,1,171,101,1,0,FALSE,5076,190,23,2,5,FALSE,2,male
575,TRUE,black,reject,1,112,55,1,0,FALSE,4583,140,36,2,1,FALSE,1,female
576,TRUE,white,approve,1,129,70,1,0,FALSE,2439,161,228,1,1,FALSE,1,male
577,FALSE,black,reject,1,63,27,1,0,FALSE,2237,125,100,2,6,TRUE,1,male
578,TRUE,white,approve,1,200,96,1,2,FALSE,8000,335,90.5,1,1,FALSE,2,male
579,TRUE,white,approve,1,95,43,1,0,FALSE,1820,106,14,2,3,FALSE,1,male
580,TRUE,white,approve,1,300,132,1,1,FALSE,6250,425,257,1,1,FALSE,2,male
581,FALSE,white,approve,1,112,80,1,3,TRUE,4120,140,12.85,1,1,FALSE,2,male
582,FALSE,white,reject,1,108,52,1,0,TRUE,4742,120,17,2,2,FALSE,2,female
